studio_id,game_id,game_name,game_type,session_id,player_id,session_start,session_end,duration_minutes,event_type,event_timestamp,device_type,region,client_version,level,score,kills,deaths,items_collected,match_outcome,retention_day1,retention_day7,monetized,in_game_currency_earned,in_game_currency_spent
Studio_1,SPG_2,SinglePlayerGame_2,singleplayer,77e0b959-c192-4abf-9135-32ceada1de5f,player_62,2025-04-17T13:01:00.189170,2025-04-17T14:42:00.189170,101,purchase,2025-04-17T13:18:00.189170,Console,NA,1.0,39.0,109.0,,,39.0,,1,0,1,1642,4331
Studio_1,SPG_3,SinglePlayerGame_3,singleplayer,242df50f-9a6d-4ee1-9957-4f484acf31d6,player_81,2025-04-16T15:01:00.189233,2025-04-16T16:21:00.189233,80,level_start,2025-04-16T15:42:00.189233,PC,AF,1.0,14.0,8526.0,,,40.0,,1,0,0,68,2744
Studio_1,SPG_4,SinglePlayerGame_4,singleplayer,1149493e-a0d5-4e42-8b55-24b34f574286,player_88,2025-04-14T00:01:00.189296,2025-04-14T01:18:00.189296,77,match_end,2025-04-14T00:52:00.189296,Console,AS,1.2,8.0,5943.0,,,34.0,,0,1,1,3106,2695
Studio_2,MPG_3,MultiPlayerGame_3,multiplayer,c5f3089b-5c43-4b94-ad3b-9c9c5432781b,player_43,2025-04-09T19:01:00.189355,2025-04-09T19:10:00.189355,9,logout,2025-04-09T19:10:00.189355,Console,SA,1.1,,,7.0,6.0,,win,1,0,0,205,3578
Studio_2,MPG_2,MultiPlayerGame_2,multiplayer,c7f882ad-338e-4129-b84c-1d602a559891,player_39,2025-04-12T18:01:00.189412,2025-04-12T19:20:00.189412,79,logout,2025-04-12T18:36:00.189412,PC,AS,1.0,,,29.0,10.0,,draw,1,1,1,2978,902
Studio_1,SPG_1,SinglePlayerGame_1,singleplayer,b62cf5a8-69bd-4bc4-9301-bff21e23a785,player_84,2025-04-18T11:01:00.189482,2025-04-18T11:52:00.189482,51,logout,2025-04-18T11:38:00.189482,Console,NA,1.1,22.0,9605.0,,,25.0,,0,1,0,1568,1886
Studio_2,SPG_5,SinglePlayerGame_5,singleplayer,d6f0635b-cdbd-47c7-82f3-a1399b37362c,player_25,2025-04-08T12:01:00.189546,2025-04-08T13:24:00.189546,83,purchase,2025-04-08T13:13:00.189546,PC,SA,1.2,44.0,1404.0,,,30.0,,0,1,1,4984,4388
Studio_1,SPG_5,SinglePlayerGame_5,singleplayer,c7a57742-3f92-46a5-b8a8-c101f28af371,player_94,2025-04-26T22:01:00.189684,2025-04-26T22:21:00.189684,20,level_start,2025-04-26T22:13:00.189684,PC,SA,1.2,1.0,8006.0,,,23.0,,1,0,1,486,1969
Studio_4,SPG_2,SinglePlayerGame_2,singleplayer,f92f0b6f-5785-4f71-8b46-774915340bc2,player_12,2025-04-05T23:01:00.189750,2025-04-05T23:42:00.189750,41,login,2025-04-05T23:16:00.189750,PC,SA,1.2,35.0,1460.0,,,37.0,,1,1,0,4381,2014
Studio_4,MPG_2,MultiPlayerGame_2,multiplayer,437a021f-bf02-4af9-a811-731753d436dd,player_64,2025-04-28T03:01:00.189806,2025-04-28T04:45:00.189806,104,match_end,2025-04-28T04:31:00.189806,Console,SA,1.2,,,13.0,21.0,,draw,0,1,0,861,3676
Studio_5,MPG_2,MultiPlayerGame_2,multiplayer,f80e096f-156e-421b-99c5-de4e732a8bea,player_55,2025-04-24T06:01:00.189861,2025-04-24T06:25:00.189861,24,logout,2025-04-24T06:24:00.189861,Console,EU,1.2,,,4.0,4.0,,loss,1,1,1,828,4039
Studio_1,SPG_5,SinglePlayerGame_5,singleplayer,7ece61c3-349b-466d-8728-aae8d0c9eb01,player_68,2025-04-19T06:01:00.189926,2025-04-19T06:13:00.189926,12,match_start,2025-04-19T06:13:00.189926,Mobile,SA,1.2,39.0,8018.0,,,49.0,,1,0,1,3635,3357
Studio_3,MPG_1,MultiPlayerGame_1,multiplayer,1e5a5bd5-5867-443e-8859-69255bd58253,player_82,2025-04-30T19:01:00.189979,2025-04-30T20:12:00.189979,71,purchase,2025-04-30T19:09:00.189979,Console,NA,1.1,,,1.0,14.0,,loss,0,1,1,3136,1618
Studio_3,MPG_3,MultiPlayerGame_3,multiplayer,b9ea8fff-8df9-479c-8237-3ddc79e2d09a,player_42,2025-04-25T07:01:00.190018,2025-04-25T08:01:00.190018,60,match_start,2025-04-25T08:01:00.190018,Console,EU,1.0,,,24.0,4.0,,win,1,0,0,2734,1541
Studio_5,SPG_5,SinglePlayerGame_5,singleplayer,1fc87a1f-5be3-4988-839f-ac7698a8ac5e,player_93,2025-04-27T18:01:00.190065,2025-04-27T18:59:00.190065,58,level_start,2025-04-27T18:08:00.190065,PC,EU,1.1,1.0,3784.0,,,2.0,,1,0,0,2953,891
Studio_4,SPG_3,SinglePlayerGame_3,singleplayer,4ab26c67-8c07-44d9-8ba8-f163c9abdbc2,player_100,2025-04-24T04:01:00.190118,2025-04-24T04:58:00.190118,57,level_complete,2025-04-24T04:23:00.190118,Console,SA,1.2,48.0,7077.0,,,47.0,,1,0,1,634,2969
Studio_4,SPG_3,SinglePlayerGame_3,singleplayer,69719171-acf3-4977-ba49-1912f629ada0,player_60,2025-04-11T23:01:00.190157,2025-04-12T00:31:00.190157,90,level_start,2025-04-12T00:16:00.190157,Mobile,AF,1.0,25.0,2779.0,,,35.0,,1,0,1,4219,531
Studio_1,MPG_1,MultiPlayerGame_1,multiplayer,211d97da-f81a-4a7c-bab8-e90d91317395,player_8,2025-04-03T21:01:00.190211,2025-04-03T21:26:00.190211,25,purchase,2025-04-03T21:12:00.190211,PC,AF,1.2,,,26.0,11.0,,win,1,0,1,1341,4156
Studio_2,MPG_5,MultiPlayerGame_5,multiplayer,6e0d6df4-4ff7-42f9-80cd-9750979e9144,player_82,2025-04-25T03:01:00.190260,2025-04-25T04:06:00.190260,65,logout,2025-04-25T03:59:00.190260,Mobile,AF,1.2,,,10.0,5.0,,loss,1,1,0,4267,2606
Studio_1,MPG_4,MultiPlayerGame_4,multiplayer,739c3100-5ff0-4610-9580-b256d38b35b2,player_76,2025-04-13T06:01:00.190300,2025-04-13T07:42:00.190300,101,purchase,2025-04-13T06:54:00.190300,Mobile,AF,1.1,,,4.0,17.0,,win,0,1,1,4994,443
Studio_2,MPG_1,MultiPlayerGame_1,multiplayer,9fa1a8d0-6f1d-4ef9-80c6-f3738501da47,player_86,2025-04-22T01:01:00.190339,2025-04-22T01:39:00.190339,38,level_complete,2025-04-22T01:32:00.190339,PC,AF,1.0,,,20.0,29.0,,loss,1,0,1,1085,4112
Studio_3,MPG_1,MultiPlayerGame_1,multiplayer,c9a39de6-0561-48b2-9fb1-7e0010feacb2,player_18,2025-04-13T02:01:00.190380,2025-04-13T03:38:00.190380,97,login,2025-04-13T03:31:00.190380,Console,AS,1.2,,,25.0,25.0,,draw,1,0,0,1644,1621
Studio_4,SPG_3,SinglePlayerGame_3,singleplayer,f4b409c8-f124-4eb9-a013-feb2e9d62e12,player_78,2025-04-07T12:01:00.190442,2025-04-07T14:00:00.190442,119,login,2025-04-07T13:12:00.190442,Mobile,AS,1.1,47.0,5131.0,,,8.0,,0,1,1,163,796
Studio_2,MPG_3,MultiPlayerGame_3,multiplayer,4b986d95-5f20-42b3-aae7-0e1e12fce414,player_13,2025-04-18T14:01:00.190482,2025-04-18T15:05:00.190482,64,level_start,2025-04-18T14:50:00.190482,Mobile,EU,1.0,,,3.0,7.0,,loss,0,1,1,483,4886
Studio_3,SPG_1,SinglePlayerGame_1,singleplayer,9ff2b239-4605-46b3-95ce-d015af9c4e49,player_88,2025-04-03T20:01:00.190534,2025-04-03T21:30:00.190534,89,level_complete,2025-04-03T21:06:00.190534,Mobile,NA,1.0,9.0,7187.0,,,46.0,,1,0,1,2378,1830
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,92e02052-8af1-4df2-b5b1-1cf8e59797e7,player_88,2025-04-22T06:01:00.190573,2025-04-22T06:30:00.190573,29,match_end,2025-04-22T06:27:00.190573,PC,AS,1.0,,,3.0,20.0,,win,1,1,0,136,3930
Studio_1,SPG_1,SinglePlayerGame_1,singleplayer,498e9b1c-00f3-4020-aa02-a12c1aa25620,player_99,2025-04-08T20:01:00.190623,2025-04-08T21:49:00.190623,108,login,2025-04-08T20:49:00.190623,Mobile,NA,1.1,30.0,4212.0,,,12.0,,1,1,0,4045,4539
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,7421ad0e-f739-4c13-9bde-ee7ce381f9fe,player_16,2025-04-10T16:01:00.190667,2025-04-10T17:06:00.190667,65,level_complete,2025-04-10T16:55:00.190667,Mobile,NA,1.1,,,19.0,27.0,,draw,0,0,0,1784,3911
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,b9586ac0-74c2-4ff6-ae5a-dc8660ff24da,player_21,2025-04-10T12:01:00.190719,2025-04-10T13:17:00.190719,76,level_start,2025-04-10T12:24:00.190719,PC,AS,1.2,,,1.0,19.0,,loss,0,1,0,2606,1150
Studio_1,SPG_4,SinglePlayerGame_4,singleplayer,c54f2066-7c46-4bc4-a717-e1ce0c75b54e,player_81,2025-04-04T02:01:00.190772,2025-04-04T03:09:00.190772,68,purchase,2025-04-04T02:32:00.190772,Console,SA,1.0,8.0,2632.0,,,29.0,,1,1,1,4893,1809
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,10e5ba80-6a70-4634-82f3-741233aba3c3,player_39,2025-04-26T00:01:00.190821,2025-04-26T00:41:00.190821,40,purchase,2025-04-26T00:01:00.190821,Mobile,NA,1.0,,,17.0,7.0,,draw,1,1,0,1838,4079
Studio_5,SPG_2,SinglePlayerGame_2,singleplayer,91bd712a-8311-4dc1-92b3-1e5b9f742b45,player_46,2025-04-13T07:01:00.190870,2025-04-13T07:35:00.190870,34,login,2025-04-13T07:17:00.190870,Mobile,NA,1.1,14.0,3270.0,,,9.0,,1,1,0,2876,1744
Studio_4,MPG_3,MultiPlayerGame_3,multiplayer,d2f4b6d4-4f2f-4469-b52b-2a80bf1607ae,player_7,2025-04-04T14:01:00.190918,2025-04-04T15:58:00.190918,117,level_start,2025-04-04T15:00:00.190918,Console,SA,1.0,,,21.0,5.0,,draw,0,1,0,1634,3348
Studio_5,MPG_4,MultiPlayerGame_4,multiplayer,07de7f43-84ac-40c0-a8bb-5c96fa1bc170,player_18,2025-04-26T08:01:00.191059,2025-04-26T09:58:00.191059,117,level_complete,2025-04-26T08:23:00.191059,PC,NA,1.0,,,13.0,14.0,,loss,0,1,1,4447,4957
Studio_2,MPG_4,MultiPlayerGame_4,multiplayer,e367f656-62dd-4cf3-a3fa-d63ade5879fc,player_84,2025-04-08T19:01:00.191137,2025-04-08T19:45:00.191137,44,match_end,2025-04-08T19:36:00.191137,Mobile,EU,1.1,,,28.0,24.0,,draw,1,0,1,544,4893
Studio_5,SPG_2,SinglePlayerGame_2,singleplayer,716ba507-a8c6-432d-bb40-33ddacec3e86,player_88,2025-04-15T02:01:00.191325,2025-04-15T02:49:00.191325,48,login,2025-04-15T02:35:00.191325,PC,AS,1.2,38.0,8630.0,,,50.0,,1,1,1,4283,780
Studio_1,MPG_4,MultiPlayerGame_4,multiplayer,0434cb32-67f7-450c-9f27-740992291c8e,player_36,2025-04-26T17:01:00.191386,2025-04-26T18:41:00.191386,100,logout,2025-04-26T17:10:00.191386,PC,NA,1.0,,,24.0,17.0,,loss,1,1,0,2623,2721
Studio_3,SPG_5,SinglePlayerGame_5,singleplayer,1f3000bc-583f-49be-bcab-c47b740aa02a,player_56,2025-04-04T01:01:00.191426,2025-04-04T03:00:00.191426,119,level_start,2025-04-04T01:37:00.191426,PC,AF,1.1,48.0,2248.0,,,29.0,,0,0,0,582,3732
Studio_2,SPG_4,SinglePlayerGame_4,singleplayer,2678df16-c83d-4696-ac5f-ee37cd3311ad,player_98,2025-04-25T23:01:00.191467,2025-04-25T23:44:00.191467,43,match_start,2025-04-25T23:14:00.191467,Console,SA,1.1,20.0,4978.0,,,29.0,,0,0,1,2340,967
Studio_1,SPG_1,SinglePlayerGame_1,singleplayer,061bc96c-e7b3-4abc-86fa-dd970cf7af95,player_58,2025-04-23T08:01:00.191504,2025-04-23T09:19:00.191504,78,purchase,2025-04-23T08:10:00.191504,PC,NA,1.1,48.0,1292.0,,,21.0,,1,0,1,2561,2308
Studio_2,SPG_1,SinglePlayerGame_1,singleplayer,b7af3f1e-f775-467e-ac57-5f2c8ff755e0,player_70,2025-04-14T03:01:00.191547,2025-04-14T03:11:00.191547,10,login,2025-04-14T03:02:00.191547,Console,EU,1.1,40.0,159.0,,,8.0,,0,1,1,4375,3948
Studio_2,SPG_4,SinglePlayerGame_4,singleplayer,14be72ab-08ed-4fba-aefd-d37091d6499e,player_85,2025-04-29T18:01:00.191595,2025-04-29T19:25:00.191595,84,login,2025-04-29T18:16:00.191595,Console,EU,1.1,44.0,8687.0,,,16.0,,0,0,0,4354,1266
Studio_3,MPG_5,MultiPlayerGame_5,multiplayer,98b233ef-abf2-4362-85db-760e9e1086bf,player_20,2025-04-17T15:01:00.191634,2025-04-17T15:33:00.191634,32,purchase,2025-04-17T15:07:00.191634,Mobile,AS,1.1,,,22.0,26.0,,draw,1,1,0,4726,2978
Studio_5,SPG_5,SinglePlayerGame_5,singleplayer,933f54f1-9654-4220-a078-2346843162ad,player_21,2025-04-26T14:01:00.191677,2025-04-26T15:43:00.191677,102,level_start,2025-04-26T14:07:00.191677,Console,AF,1.1,31.0,7452.0,,,22.0,,1,1,0,1524,1681
Studio_5,MPG_2,MultiPlayerGame_2,multiplayer,ce3fc0ca-b448-41a4-b2d9-e73ac719d35d,player_84,2025-04-21T18:01:00.191852,2025-04-21T18:07:00.191852,6,match_start,2025-04-21T18:06:00.191852,Console,AF,1.0,,,25.0,10.0,,loss,0,1,1,980,462
Studio_2,MPG_3,MultiPlayerGame_3,multiplayer,47470ddc-19ef-43d4-832c-66b9af7771ff,player_89,2025-04-26T20:01:00.192148,2025-04-26T20:32:00.192148,31,match_end,2025-04-26T20:09:00.192148,PC,AS,1.2,,,24.0,12.0,,draw,1,1,1,2967,2729
Studio_3,SPG_2,SinglePlayerGame_2,singleplayer,ba4cd560-f781-4a65-8b50-ff660d40dcd1,player_48,2025-04-13T08:01:00.192232,2025-04-13T08:29:00.192232,28,level_start,2025-04-13T08:29:00.192232,Mobile,AF,1.0,37.0,8091.0,,,48.0,,0,1,1,4677,1726
Studio_2,SPG_3,SinglePlayerGame_3,singleplayer,dfcbcafc-d703-4a11-939c-39122e4df235,player_13,2025-04-23T22:01:00.192273,2025-04-23T23:46:00.192273,105,purchase,2025-04-23T23:28:00.192273,PC,AS,1.0,20.0,8559.0,,,47.0,,0,0,1,3013,864
Studio_4,SPG_1,SinglePlayerGame_1,singleplayer,f137c192-bc8d-47cc-9f51-512b697ddf6d,player_85,2025-04-03T05:01:00.192330,2025-04-03T06:14:00.192330,73,match_start,2025-04-03T05:44:00.192330,PC,AF,1.2,3.0,4021.0,,,33.0,,0,0,0,3069,1841
Studio_3,MPG_5,MultiPlayerGame_5,multiplayer,1af497a9-4dc8-47df-9960-02cb83929690,player_13,2025-04-14T16:01:00.192414,2025-04-14T16:56:00.192414,55,logout,2025-04-14T16:26:00.192414,Mobile,AS,1.1,,,15.0,25.0,,win,1,0,1,3694,353
Studio_3,SPG_4,SinglePlayerGame_4,singleplayer,bce75541-f06d-474a-aa02-f7afb6fa12ae,player_75,2025-04-10T16:01:00.192466,2025-04-10T17:52:00.192466,111,logout,2025-04-10T16:55:00.192466,Mobile,EU,1.1,4.0,5402.0,,,13.0,,0,0,1,957,4123
Studio_3,SPG_1,SinglePlayerGame_1,singleplayer,461a5314-e3c6-441e-b6e3-5af5309db4f2,player_54,2025-04-06T01:01:00.192507,2025-04-06T01:11:00.192507,10,level_start,2025-04-06T01:10:00.192507,Console,EU,1.2,43.0,9439.0,,,43.0,,1,1,0,2783,338
